;error_output;head_output_083;head_output_158;head_output_180;flow_output_F1;flow_output_K1;flow_output_P1;tank_output_180;energy_output_F1;energy_output_K1;energy_output_P1;tank_input_180;pump_input_F1;pump_input_K1;pump_input_P1;demand_input_par2;demand_input_kar2
465;4;215,42005920410156;215,1659393310547;169,8000030517578;0,0;0,0;85,77765655517578;169,8000030517578;0,0;0,0;13,395087242126465;3,8;0,67;0,79;0,97;0,65;0,36
466;4;213,49746704101562;213,229736328125;169,8000030517578;0,0;27,610401153564453;62,967098236083984;169,8000030517578;0,0;9,315970420837402;9,786371231079102;1,0;0,66;0,84;0,91;0,06;0,39
467;4;199,65399169921875;199,35740661621094;169,39999389648438;267,526611328125;48,97758102416992;0,0;169,39999389648438;48,38493728637695;7,58583402633667;0,0;3,4;0,96;0,7;0,5;0,51;0,13
468;4;198,99172973632812;198,71495056152344;168,39999389648438;0,0;111,37757873535156;0,0;168,39999389648438;0,0;13,815717697143555;0,0;2,4;0,5;0,72;0,57;0,64;0,52
469;4;224,08248901367188;223,78370666503906;170,5;0,0;34,57766342163086;0,0;170,5;0,0;12,052702903747559;0,0;4,5;0,65;0,93;0,75;0,81;0,04
470;4;217,15362548828125;216,89566040039062;170,39999389648438;0,0;0,0;82,5776596069336;170,39999389648438;0,0;0,0;13,413106918334961;4,4;0,55;0,67;0,98;0,34;0,34
471;4;221,91928100585938;221,67811584472656;170,10000610351562;153,64781188964844;167,37765502929688;0,0;170,10000610351562;25,12672233581543;41,15840530395508;0,0;4,1;0,75;0,95;0,57;0,28;0,87
472;4;212,5606231689453;212,32742309570312;170,10000610351562;0,0;176,97763061523438;0,0;170,10000610351562;0,0;35,79469680786133;0,0;0,7;0,68;0,88;0,54;0,58;0,93
473;0;186,7418670654297;186,53884887695312;170,10000610351562;266,11077880859375;34,49665069580078;107,28084564208984;170,10000610351562;48,919822692871094;3,759829044342041;5,215891361236572;4,1;0,96;0,52;0,76;0,35;0,71
474;4;210,74575805664062;210,45018005371094;169,1999969482422;259,6094665527344;53,777618408203125;0,0;169,1999969482422;46,25818634033203;10,757026672363281;0,0;3,2;0,94;0,82;0,53;0,32;0,16
475;4;219,1045379638672;218,81826782226562;168,3000030517578;129,6117706298828;87,37764739990234;0,0;168,3000030517578;18,381122589111328;17,481565475463867;0,0;2,3;0,71;0,91;0,86;0,69;0,37
476;4;193,77413940429688;193,61117553710938;167,6999969482422;0,0;31,65280532836914;129,32469177246094;167,6999969482422;0,0;5,768001556396484;11,639935493469238;1,7;0,66;0,65;0,93;0,69;0,83
477;4;185,29293823242188;185,05836486816406;167,1999969482422;67,542724609375;0,0;100,17755889892578;167,1999969482422;8,624224662780762;0,0;4,086258888244629;1,2;0,67;0,54;0,71;0,96;0,45
478;0;215,04470825195312;214,7547607421875;169,3000030517578;233,15126037597656;48,689388275146484;16,28811264038086;169,3000030517578;40,37499237060547;11,440056800842285;5,9228129386901855;3,3;0,88;0,86;0,9;0,43;0,23
479;4;215,5499267578125;215,2644500732422;170,8000030517578;247,3854522705078;0,0;52,177650451660156;170,8000030517578;45,2962532043457;0,0;9,315637588500977;4,8;0,92;0,61;0,92;0,48;0,15
480;4;228,39926147460938;228,1015167236328;167,6999969482422;0,0;42,57767868041992;0,0;167,6999969482422;0,0;14,429120063781738;0,0;1,7;0,59;0,99;0,5;0,98;0,09
481;0;206,35366821289062;206,08546447753906;170,10000610351562;144,0691375732422;79,5865249633789;30,190969467163086;170,10000610351562;23,374130249023438;11,463468551635742;6,115434646606445;4,1;0,74;0,77;0,8;0,04;0,51
482;4;135,83062744140625;135,7275848388672;167,1999969482422;67,542724609375;0,0;165,77740478515625;167,1999969482422;8,624224662780762;0,0;32,93661117553711;1,2;0,67;0,62;0,76;0,01;0,86
483;4;206,55174255371094;206,30316162109375;170,10000610351562;206,22361755371094;157,77760314941406;0,0;170,10000610351562;35,442874908447266;27,371360778808594;0,0;4,1;0,83;0,81;0,56;0,28;0,81
484;4;200,56651306152344;200,27537536621094;168,8000030517578;280,84521484375;71,3775863647461;0,0;168,8000030517578;50,85169219970703;9,452009201049805;0,0;2,8;0,99;0,72;0,63;0,18;0,27
485;4;198,2847442626953;197,9854736328125;168,8000030517578;0,0;29,777578353881836;0,0;168,8000030517578;0,0;6,406095504760742;0,0;0,7;0,6;0,69;0,56;0,91;0,01
486;4;217,74038696289062;217,50314331054688;168,8000030517578;256,2539367675781;172,17764282226562;0,0;168,8000030517578;44,993797302246094;40,036319732666016;0,0;0,9;0,93;0,93;0,57;0,58;0,9
487;4;195,07705688476562;194,84646606445312;168,89999389648438;0,0;-7,777663230895996;104,75516510009766;168,89999389648438;0,0;1,8491816520690918;8,49157428741455;2,9;0,53;0,65;0,83;0,19;0,43
488;4;225,5893096923828;225,34072875976562;169,3000030517578;159,57667541503906;157,7776641845703;0,0;169,3000030517578;25,630233764648438;42,065284729003906;0,0;3,3;0,75;0,98;0,92;0,25;0,81
489;0;209,601318359375;209,3725128173828;169,3000030517578;141,40570068359375;134,31373596191406;28,26375961303711;169,3000030517578;22,361907958984375;24,694873809814453;6,694972991943359;3,3;0,73;0,83;0,84;0,99;0,84
490;4;198,9422607421875;198,64842224121094;168,8000030517578;0,0;0,0;29,77760124206543;168,8000030517578;0,0;0,0;4,654383659362793;2,8;0,62;0,66;0,7;0,77;0,01
491;4;190,9110870361328;190,63172912597656;169,8000030517578;0,0;70,82721710205078;21,35028076171875;169,8000030517578;0,0;6,268117904663086;2,9326279163360596;3,8;0,58;0,59;0,57;0,8;0,4
492;0;187,88400268554688;187,67027282714844;168,0;270,2752380371094;53,0494384765625;91,92806243896484;168,0;47,27149963378906;5,149883270263672;4,650586128234863;2,0;0,96;0,57;0,7;0,55;0,73
493;4;204,57591247558594;204,28857421875;167,39999389648438;242,3402557373047;0,0;48,977622985839844;167,39999389648438;40,25225830078125;0,0;6,601068496704102;1,4;0,89;0,51;0,79;0,94;0,13
494;0;182,0251007080078;181,81912231445312;167,1999969482422;251,30923461914062;0,0;117,77754974365234;167,1999969482422;41,973819732666016;0,0;3,7113194465637207;1,2;0,91;0,93;0,77;0,49;0,56
495;4;208,4747314453125;208,2388153076172;170,3000030517578;261,493896484375;173,77761840820312;0,0;170,3000030517578;48,05143737792969;31,633888244628906;0,0;4,3;0,95;0,84;0,5;0,86;0,91
496;4;205,0654296875;204,83641052246094;170,10000610351562;0,0;181,77760314941406;0,0;170,10000610351562;0,0;30,396543502807617;0,0;4,1;0,61;0,82;0,73;0,38;0,96
497;4;203,48068237304688;203,19520568847656;170,10000610351562;278,4510498046875;0,0;52,1776123046875;170,10000610351562;51,96369934082031;0,0;6,546165466308594;0,6;0,99;0,59;0,78;0,78;0,15
498;0;191,30479431152344;191,13673400878906;170,60000610351562;224,81796264648438;83,3232192993164;101,65428161621094;170,60000610351562;39,93923568725586;6,874720096588135;6,6177215576171875;4,6;0,87;0,59;0,78;0,81;0,98
499;4;224,51336669921875;224,2373504638672;169,6999969482422;0,0;112,9776611328125;0,0;169,6999969482422;0,0;25,138458251953125;0,0;3,7;0,51;0,95;0,62;0,06;0,53
500;0;188,4243927001953;188,18312072753906;169,6999969482422;156,7093048095703;8,864093780517578;92,91340637207031;169,6999969482422;25,4001522064209;1,5088860988616943;4,885614395141602;0,7;0,75;0,55;0,71;0,5;0,46
501;4;226,09568786621094;225,82899475097656;168,3000030517578;196,80030822753906;130,57766723632812;0,0;168,3000030517578;31,83650016784668;33,470176696777344;0,0;2,3;0,8;0,98;0,73;0,46;0,64
502;0;200,10220336914062;199,90890502929688;168,8000030517578;105,9693603515625;89,20323181152344;84,57427978515625;168,8000030517578;13,551953315734863;11,035877227783203;8,237812995910645;2,8;0,7;0,72;0,81;0,56;0,91
503;4;207,96990966796875;207,67364501953125;169,39999389648438;158,87660217285156;50,57761001586914;0,0;169,39999389648438;25,576492309570312;9,778337478637695;0,0;3,4;0,75;0,79;0,62;0,13;0,14
504;0;194,90426635742188;194,70848083496094;170,5;159,2620086669922;47,92509078979492;105,05240631103516;170,5;26,469745635986328;6,091800212860107;8,47734260559082;4,5;0,76;0,63;0,83;0,82;0,78
505;0;212,16831970214844;211,891357421875;170,5;140,08045959472656;14,28905200958252;58,68844985961914;170,5;22,917613983154297;5,406623363494873;8,995368957519531;4,5;0,74;0,82;0,89;0,83;0,28
506;4;225,00067138671875;224,7321319580078;168,3000030517578;0,0;127,37767028808594;0,0;168,3000030517578;0,0;31,37592315673828;0,0;2,3;0,58;0,97;0,69;0,56;0,62
507;4;219,41407775878906;219,12042236328125;170,0;195,6208953857422;0,0;31,37766456604004;170,0;33,167564392089844;0,0;8,695830345153809;4,0;0,81;0,89;0,95;0,61;0,02
508;4;178,59854125976562;178,38975524902344;167,1999969482422;-3,729881427716464e-05;0,0;116,17754364013672;167,1999969482422;8,718935532670002e-06;0,0;1,914386510848999;1,2;0,62;0,91;0,73;0,68;0,55
509;4;216,83714294433594;216,56907653808594;168,89999389648438;0,0;110,9388656616211;10,038629531860352;168,89999389648438;0,0;21,472179412841797;3,8167881965637207;2,9;0,61;0,89;0,92;0,9;0,58
510;4;209,31399536132812;209,02235412597656;169,1999969482422;0,0;0,0;39,37763214111328;169,1999969482422;0,0;0,0;6,914055824279785;3,2;0,59;0,65;0,84;0,95;0,07
511;4;189,5455780029297;189,24810791015625;168,8000030517578;0,0;44,177547454833984;0,0;168,8000030517578;0,0;5,009491920471191;0,0;2,8;0,61;0,58;0,54;0,24;0,1
512;4;202,6683349609375;202,46585083007812;167,3000030517578;0,0;72,21612548828125;88,7613754272461;167,3000030517578;0,0;10,613137245178223;9,547837257385254;1,3;0,6;0,76;0,85;0,21;0,83
513;0;193,9326171875;193,69384765625;168,0;245,2506561279297;159,78042602539062;5,997073650360107;168,0;41,57307815551758;19,841405868530273;1,0356007814407349;2,0;0,9;0,71;0,62;0,95;0,86
514;4;206,4231414794922;206,1690216064453;169,1999969482422;0,0;0,0;85,77762603759766;169,1999969482422;0,0;0,0;10,42333698272705;3,2;0,61;0,68;0,88;0,26;0,36
515;4;219,58993530273438;219,31028747558594;169,1999969482422;0,0;104,97764587402344;0,0;169,1999969482422;0,0;20,97014045715332;0,0;0,5;0,58;0,91;0,5;0,02;0,48
516;0;206,04188537597656;205,81686401367188;170,39999389648438;199,66049194335938;48,280860900878906;87,09664154052734;170,39999389648438;34,36593246459961;8,902303695678711;10,479167938232422;4,4;0,82;0,76;0,88;0,3;0,67
517;4;216,38916015625;216,09848022460938;168,6999969482422;0,0;72,9776382446289;0,0;168,6999969482422;0,0;14,35200309753418;0,0;2,7;0,66;0,88;0,56;0,94;0,28
518;4;225,18324279785156;224,885009765625;168,10000610351562;0,0;39,37766647338867;0,0;168,10000610351562;0,0;13,19573974609375;0,0;2,1;0,66;0,96;0,86;0,67;0,07
519;4;221,0554656982422;220,76382446289062;167,5;170,64169311523438;0,0;39,37767791748047;167,5;26,24364471435547;0,0;9,278115272521973;1,5;0,75;0,92;0,97;0,11;0,07
520;4;189,20440673828125;188,91177368164062;167,5;228,82965087890625;0,0;36,177574157714844;167,5;37,49895477294922;0,0;2,8360037803649902;0,7;0,86;0,54;0,55;0,68;0,05
521;4;211,39407348632812;211,15550231933594;170,60000610351562;198,87266540527344;170,57762145996094;0,0;170,60000610351562;34,38996124267578;33,132469177246094;0,0;4,6;0,82;0,86;0,57;0,59;0,89
522;0;189,78684997558594;189,53622436523438;169,60000610351562;236,9203643798828;98,98526763916016;34,792236328125;169,60000610351562;41,53913116455078;7,870069980621338;2,9516947269439697;3,6;0,89;0,59;0,56;0,58;0,66
523;4;210,0099334716797;209,7533416748047;169,39999389648438;0,0;146,57762145996094;0,0;169,39999389648438;0,0;28,24527359008789;0,0;3,4;0,68;0,84;0,64;0,73;0,74
524;4;207,4720001220703;207,17733764648438;169,89999389648438;0,0;53,63636016845703;1,7411413192749023;169,89999389648438;0,0;9,721230506896973;0,5132384300231934;3,9;0,53;0,78;0,81;0,1;0,17
525;4;198,8859405517578;198,59228515625;168,6999969482422;177,39202880859375;0,0;31,377601623535156;168,6999969482422;28,465669631958008;0,0;4,678054332733154;2,7;0,77;0,65;0,7;0,19;0,02
526;4;197,1912078857422;196,89710998535156;169,60000610351562;0,0;60,177574157714844;0,0;169,60000610351562;0,0;7,424818992614746;0,0;3,6;0,56;0,67;0,52;0,69;0,2
527;4;216,6800994873047;216,38485717773438;169,89999389648438;262,33734130859375;55,37763977050781;0,0;169,89999389648438;47,76210021972656;12,229655265808105;0,0;3,9;0,95;0,87;0,52;0,53;0,17
528;4;217,5401611328125;217,2657012939453;170,89999389648438;276,93634033203125;116,17764282226562;0,0;170,89999389648438;52,62487030029297;22,232521057128906;0,0;4,9;0,99;0,88;0,82;0,59;0,55
529;4;216,1640625;215,91427612304688;168,3000030517578;185,4700164794922;156,17764282226562;0,0;168,3000030517578;29,652851104736328;35,454345703125;0,0;2,3;0,78;0,91;0,78;0,19;0,8
530;4;222,0302276611328;221,7903594970703;169,10000610351562;187,83001708984375;168,9776611328125;0,0;169,10000610351562;30,808109283447266;42,4411506652832;0,0;3,1;0,79;0,96;0,85;0,1;0,88
531;4;206,07469177246094;205,84494018554688;169,5;0,0;0,0;103,37762451171875;169,5;0,0;0,0;12,821623802185059;3,5;0,6;0,65;0,93;0,56;0,47
532;4;220,85142517089844;220,589599609375;169,5;173,13204956054688;138,57765197753906;0,0;169,5;28,31797981262207;33,33645248413086;0,0;0,8;0,77;0,93;0,54;0,58;0,69
533;0;208,09507751464844;207,87440490722656;169,5;250,43072509765625;157,9127655029297;19,064739227294922;169,5;44,48484420776367;28,99897003173828;5,74918270111084;0,9;0,92;0,83;0,82;0,88;0,93
534;0;215,9720458984375;215,67831420898438;169,10000610351562;219,6171417236328;37,60272979736328;11,374770164489746;169,10000610351562;37,25200271606445;10,736052513122559;4,230936050415039;3,1;0,85;0,87;0,91;0,27;0,13
535;0;198,44277954101562;198,28900146484375;170,89999389648438;179,15167236328125;55,488037109375;123,08946228027344;170,89999389648438;30,64794158935547;7,238925933837891;13,146613121032715;4,9;0,79;0,67;0,94;0,68;0,94
536;4;190,9864959716797;190,727783203125;170,89999389648438;0,0;26,598472595214844;71,9790267944336;170,89999389648438;0,0;4,245748043060303;4,545390605926514;0,8;0,58;0,57;0,66;0,18;0,44
537;4;201,518798828125;201,22857666015625;170,6999969482422;277,31781005859375;74,57759094238281;0,0;170,6999969482422;52,461212158203125;9,401612281799316;0,0;4,7;0,99;0,71;0,67;0,18;0,29
538;4;205,50057983398438;205,23388671875;168,10000610351562;142,688720703125;130,57760620117188;0,0;168,10000610351562;21,784685134887695;21,730470657348633;0,0;2,1;0,72;0,8;0,51;0,46;0,64
539;4;208,12661743164062;207,87802124023438;169,5;258,97149658203125;157,77761840820312;0,0;169,5;46,473487854003906;28,98231315612793;0,0;3,5;0,94;0,83;0,79;0,33;0,81
540;4;197,4429931640625;197,14456176757812;170,5;0,0;37,7775764465332;0,0;170,5;0,0;6,1800994873046875;0,0;4,5;0,53;0,66;0,55;0,22;0,06
541;4;194,6429901123047;194,3445587158203;167,6999969482422;254,41946411132812;37,777565002441406;0,0;167,6999969482422;43,258140563964844;6,180099010467529;0,0;1,7;0,92;0,66;0,57;0,29;0,06
542;4;191,56394958496094;191,32528686523438;169,0;0,0;170,72935485839844;-0,15185582637786865;169,0;0,0;18,55088996887207;0,022951066493988037;3,0;0,54;0,69;0,58;0,22;0,89
543;4;221,5858154296875;221,32102966308594;167,60000610351562;250,4290008544922;133,7776641845703;0,0;167,60000610351562;42,25068283081055;32,73155975341797;0,0;1,6;0,91;0,95;0,83;0,93;0,66
544;4;224,70680236816406;224,43917846679688;170,5;0,0;128,9776611328125;0,0;170,5;0,0;30,696937561035156;0,0;4,5;0,64;0,95;0,57;0,1;0,63
545;4;230,75680541992188;230,4745330810547;170,6999969482422;277,31781005859375;98,57768249511719;0,0;170,6999969482422;52,461212158203125;23,13196563720703;0,0;4,7;0,99;0,99;0,86;0,61;0,44
546;0;209,8728790283203;209,66635131835938;170,6999969482422;204,02902221679688;77,66595458984375;83,3115463256836;170,6999969482422;35,5610466003418;12,2352294921875;11,23027229309082;0,9;0,83;0,8;0,91;0,18;0,83
547;4;197,49319458007812;197,29612731933594;169,6999969482422;79,78494262695312;-0,17001387476921082;122,74750518798828;169,6999969482422;10,312478065490723;0,04294730722904205;12,523303985595703;3,7;0,7;0,67;0,93;0,7;0,59
548;4;218,86827087402344;218,58538818359375;169,39999389648438;0,0;96,97764587402344;0,0;169,39999389648438;0,0;18,777254104614258;0,0;3,4;0,53;0,9;0,79;0,55;0,43
549;4;189,1374053955078;188,91595458984375;170,60000610351562;0,0;114,35367584228516;48,223819732666016;170,60000610351562;0,0;8,74893569946289;3,1593830585479736;4,6;0,67;0,58;0,57;0,44;0,84
550;4;206,65931701660156;206,36068725585938;170,89999389648438;197,66871643066406;36,17760467529297;0,0;170,89999389648438;34,41918182373047;8,125428199768066;0,0;4,9;0,82;0,76;0,5;0,73;0,05
551;4;208,4951629638672;208,1988983154297;170,89999389648438;0,0;50,577613830566406;0,0;170,89999389648438;0,0;9,531593322753906;0,0;0,5;0,61;0,78;0,57;0,65;0,14
552;4;195,89227294921875;195,62884521484375;168,1999969482422;141,75677490234375;0,0;77,77759552001953;168,1999969482422;21,691810607910156;0,0;6,303816795349121;2,2;0,72;0,6;0,74;0,21;0,31
553;4;193,55813598632812;193,30108642578125;167,39999389648438;0,0;18,13760757446289;77,2398910522461;167,39999389648438;0,0;4,311923980712891;5,575345039367676;1,4;0,51;0,65;0,71;0,57;0,42
554;0;203,49478149414062;203,29405212402344;169,5;191,95571899414062;92,35311889648438;78,22438049316406;169,5;31,976734161376953;12,374432563781738;8,650381088256836;3,5;0,8;0,75;0,83;0,1;0,89
555;4;205,44178771972656;205,23492431640625;170,10000610351562;0,0;109,67338562011719;62,504112243652344;170,10000610351562;0,0;15,647124290466309;7,718835830688477;4,1;0,67;0,77;0,82;0,66;0,9
556;0;184,56228637695312;184,3290557861328;169,3000030517578;275,8998107910156;49,83702850341797;80,74047088623047;169,3000030517578;50,290122985839844;3,8710057735443115;3,0101513862609863;3,3;0,98;0,5;0,61;0,98;0,64
557;4;194,31846618652344;194,0273895263672;167,1999969482422;215,745849609375;0,0;40,97758865356445;167,1999969482422;34,51518630981445;0,0;3,9509987831115723;1,2;0,83;0,51;0,64;0,68;0,08
558;4;187,2174530029297;186,99781799316406;170,1999969482422;0,0;86,84251403808594;69,33499145507812;170,1999969482422;0,0;5,881124019622803;3,3930506706237793;4,2;0,67;0,54;0,6;0,76;0,8
559;4;186,67147827148438;186,47567749023438;169,5;0,0;111,58552551269531;68,59197235107422;169,5;0,0;7,861141204833984;3,2247486114501953;3,5;0,6;0,56;0,59;0,52;0,95
560;4;202,97238159179688;202,69952392578125;170,89999389648438;179,15167236328125;119,37759399414062;0,0;170,89999389648438;30,64794158935547;15,912044525146484;0,0;4,9;0,79;0,74;0,61;0,18;0,57
561;4;188,60194396972656;188,33030700683594;168,89999389648438;264,401123046875;0,0;69,7775650024414;168,89999389648438;47,01625061035156;0,0;3,771846055984497;2,9;0,95;0,5;0,62;0,05;0,26
562;4;190,25518798828125;189,9740447998047;167,1999969482422;-8,42228246256127e-07;0,0;58,57757568359375;167,1999969482422;1,4386877467131853e-07;0,0;3,6970622539520264;1,2;0,53;0,71;0,61;0,98;0,19
563;4;156,5215301513672;156,31556701660156;167,1999969482422;172,255615234375;0,0;117,7774658203125;167,1999969482422;26,291547775268555;0,0;9,293964385986328;0,7;0,75;0,56;0,55;0,3;0,56
564;4;206,74217224121094;206,4567108154297;167,1999969482422;-0,00019602084648795426;0,0;52,17763137817383;167,1999969482422;4,882556095253676e-05;0,0;7,294565677642822;1,2;0,64;0,63;0,82;0,95;0,15
565;4;217,73655700683594;217,47372436523438;169,8000030517578;0,0;136,97764587402344;0,0;169,8000030517578;0,0;30,438899993896484;0,0;3,8;0,65;0,9;0,59;0,1;0,68
566;4;190,5092010498047;190,21990966796875;170,1999969482422;0,0;74,29596710205078;1,8815380334854126;170,1999969482422;0,0;6,195199012756348;0,26509588956832886;4,2;0,59;0,58;0,56;0,88;0,3
567;4;191,7330322265625;191,4722137451172;168,5;221,40306091308594;140,17755126953125;0,0;168,5;37,00581359863281;15,55344295501709;0,0;2,5;0,85;0,66;0,54;0,09;0,7
568;4;196,69496154785156;196,52182006835938;168,89999389648438;243,12152099609375;-8,083284378051758;137,060791015625;168,89999389648438;42,13294219970703;2,0419321060180664;15,135598182678223;2,9;0,9;0,67;0,99;0,67;0,63
569;0;207,28277587890625;207,1066131591797;168,89999389648438;188,70831298828125;61,84959030151367;108,7279052734375;168,89999389648438;30,802295684814453;10,5179443359375;14,492315292358398;0,6;0,79;0,79;0,96;0,43;0,89
570;4;202,05859375;201,7901153564453;168,89999389648438;205,22811889648438;0,0;72,97760772705078;168,89999389648438;34,079322814941406;0,0;7,753152847290039;0,9;0,82;0,65;0,8;0,66;0,28
571;4;208,27139282226562;207,97581481933594;170,6999969482422;0,0;53,777610778808594;0,0;170,6999969482422;0,0;9,729616165161133;0,0;4,7;0,56;0,78;0,74;0,61;0,16
572;4;185,21759033203125;184,98509216308594;169,39999389648438;0,0;98,39522552490234;51,38227081298828;169,39999389648438;0,0;6,158947944641113;2,3570849895477295;3,4;0,63;0,53;0,51;0,51;0,76
573;4;207,34112548828125;207,07769775390625;167,8000030517578;0,0;0,0;77,77763366699219;167,8000030517578;0,0;0,0;9,740325927734375;1,8;0,66;0,66;0,87;0,19;0,31
574;4;194,9076690673828;194,68295288085938;167,3000030517578;238,23731994628906;186,57757568359375;0,0;167,3000030517578;39,26062774658203;24,783058166503906;0,0;1,3;0,88;0,76;0,6;0,37;0,99
575;4;224,5047149658203;224,22244262695312;168,10000610351562;236,2524871826172;98,57766723632812;0,0;168,10000610351562;39,72675704956055;21,73012924194336;0,0;2,1;0,88;0,96;0,57;0,98;0,44
576;0;198,46742248535156;198,25889587402344;167,3000030517578;263,5155944824219;28,880891799926758;106,49661254882812;167,3000030517578;44,82811737060547;6,731767177581787;10,194636344909668;1,3;0,94;0,71;0,87;0,72;0,67
577;4;220,28826904296875;220,0327911376953;168,3000030517578;158,54928588867188;148,1776580810547;0,0;168,3000030517578;24,6976375579834;36,47510528564453;0,0;2,3;0,74;0,94;0,61;0,58;0,75
578;0;195,23619079589844;195,033203125;168,5;252,67579650878906;56,15876007080078;96,81873321533203;168,5;43,81709671020508;7,049039840698242;7,685988903045654;2,5;0,92;0,66;0,8;0,4;0,78
579;4;225,21533203125;224,98631286621094;170,89999389648438;0,0;181,7776641845703;0,0;170,89999389648438;0,0;46,90943145751953;0,0;4,9;0,56;0,98;0,54;0,79;0,96
580;4;218,4753875732422;218,1817169189453;169,60000610351562;0,0;0,0;31,377662658691406;169,60000610351562;0,0;0,0;8,512107849121094;3,6;0,57;0,56;0,94;0,22;0,02
581;0;183,00448608398438;182,78610229492188;168,3000030517578;150,24832153320312;76,58618927001953;76,39130401611328;168,3000030517578;23,231016159057617;4,594184875488281;2,4191572666168213;2,3;0,73;0,5;0,57;0,8;0,78
582;4;220,15843200683594;219,8662567138672;168,3000030517578;248,85911560058594;0,0;37,777671813964844;168,3000030517578;42,72176742553711;0,0;9,053853034973145;1,1;0,91;0,68;0,96;0,13;0,06
583;4;216,05691528320312;215,78245544433594;168,3000030517578;221,98277282714844;116,17764282226562;0,0;168,3000030517578;36,91868209838867;22,761653900146484;0,0;1,1;0,85;0,89;0,54;0,37;0,55
584;4;193,41014099121094;193,13897705078125;168,8000030517578;0,0;122,57756042480469;0,0;168,8000030517578;0,0;12,803332328796387;0,0;2,8;0,63;0,66;0,55;0,95;0,59
585;4;199,34910583496094;199,11692810058594;168,1999969482422;117,08499145507812;0,0;101,77760314941406;168,1999969482422;15,305712699890137;0,0;9,814191818237305;2,2;0,7;0,51;0,86;0,69;0,46
586;4;205,84217834472656;205,59600830078125;168,60000610351562;85,86334991455078;160,97760009765625;0,0;168,60000610351562;10,70201587677002;28,53838539123535;0,0;2,6;0,69;0,82;0,64;0,38;0,83
587;4;211,01126098632812;210,7196807861328;168,60000610351562;171,2990264892578;69,77761840820312;0,0;168,60000610351562;27,246437072753906;12,445619583129883;0,0;0,7;0,76;0,83;0,76;0,96;0,26
588;4;223,67236328125;223,40118408203125;169,1999969482422;259,6094665527344;122,5776596069336;0,0;169,1999969482422;46,25818634033203;28,14454460144043;0,0;3,2;0,94;0,95;0,81;0,73;0,59
589;4;193,5142822265625;193,27915954589844;169,6999969482422;0,0;-5,9222493171691895;101,29974365234375;169,6999969482422;0,0;1,2810698747634888;7,4229416847229;3,7;0,57;0,62;0,8;0,95;0,42
590;4;194,1782989501953;193,89309692382812;169,6999969482422;191,1027374267578;90,57756042480469;0,0;169,6999969482422;31,986818313598633;8,745701789855957;0,0;0,6;0,8;0,64;0,57;0,71;0,39
591;4;218,08511352539062;217,85191345214844;169,60000610351562;0,0;176,97764587402344;0,0;169,60000610351562;0,0;40,800148010253906;0,0;3,6;0,58;0,93;0,85;0,12;0,93
592;4;206,37109375;206,09825134277344;169,39999389648438;0,0;119,37760162353516;0,0;169,39999389648438;0,0;18,320146560668945;0,0;3,4;0,59;0,79;0,75;0,76;0,57
593;4;224,37278747558594;224,11300659179688;170,8000030517578;0,0;141,7776641845703;0,0;170,8000030517578;0,0;35,93077850341797;0,0;4,8;0,51;0,95;0,5;0,64;0,71
594;4;212,35623168945312;212,06063842773438;167,6999969482422;0,0;53,777626037597656;0,0;167,6999969482422;0,0;11,561113357543945;0,0;1,7;0,62;0,85;0,68;0,57;0,16
595;4;212,2533416748047;211,96554565429688;169,0;161,61471557617188;82,57762145996094;0,0;169,0;25,77735137939453;14,117044448852539;0,0;3,0;0,75;0,84;0,51;0,3;0,34
596;4;204,12254333496094;203,88333129882812;167,8000030517578;0,0;0,0;96,97762298583984;167,8000030517578;0,0;0,0;11,026612281799316;1,8;0,56;0,67;0,89;0,66;0,43
597;4;192,78057861328125;192,62539672851562;169,8000030517578;0,0;20,736474990844727;137,04103088378906;169,8000030517578;0,0;4,341306209564209;12,458873748779297;3,8;0,6;0,61;0,96;0,75;0,81
598;4;189,4019012451172;189,1149444580078;169,0;0,0;69,9483871459961;9,429113388061523;169,0;0,0;6,012997150421143;1,2344343662261963;3,0;0,57;0,58;0,54;0,75;0,32
599;4;213,50244140625;213,23080444335938;167,8000030517578;0,0;0,0;69,77764892578125;167,8000030517578;0,0;0,0;10,632840156555176;1,8;0,52;0,73;0,92;0,12;0,26
600;4;209,48440551757812;209,24716186523438;170,0;253,61492919921875;172,1776123046875;0,0;170,0;45,81637191772461;32,39291000366211;0,0;4,0;0,93;0,85;0,81;0,77;0,9
601;0;190,2069854736328;190,01416015625;168,1999969482422;97,75433349609375;57,38103103637695;101,99646759033203;168,1999969482422;12,014312744140625;5,851949214935303;6,199550628662109;2,2;0,69;0,6;0,77;0,68;0,82
602;4;206,3643798828125;206,0710906982422;170,8000030517578;0,0;63,37760543823242;0,0;170,8000030517578;0,0;9,868207931518555;0,0;4,8;0,53;0,76;0,79;0,12;0,22
603;0;191,2129669189453;190,9413604736328;169,6999969482422;258,54278564453125;32,2615852355957;56,71591567993164;169,6999969482422;46,615360260009766;4,77195930480957;3,8771467208862305;3,7;0,94;0,59;0,62;0,43;0,38
604;0;186,91024780273438;186,7021026611328;169,6999969482422;241,16580200195312;46,354888916015625;98,62261199951172;169,6999969482422;42,60346603393555;4,250484943389893;4,646902561187744;0,6;0,9;0,53;0,72;0,77;0,73
